school,current_conf,historic_conf,county,recruit_year
Colorado State,mwc,mwc,31091,1997
Wisconsin,big-ten,big-ten,29510,1997
Oklahoma,big-12,big-12,29510,1997
Ohio State,big-ten,big-ten,29510,1997
Louisiana-Monroe,sun-belt,sun-belt,29095,1997
Mississippi State,sec,sec,28133,1997
Mississippi State,sec,sec,28121,1997
Alabama-Birmingham,cusa,cusa,28105,1997
Mississippi State,sec,sec,28081,1997
Mississippi,sec,sec,28081,1997
Mississippi,sec,sec,28079,1997
Florida,sec,sec,28075,1997
Alabama,sec,sec,28075,1997
Southern Mississippi,cusa,cusa,28047,1997
Southern Mississippi,cusa,cusa,28039,1997
Mississippi,sec,sec,28011,1997
UCLA,pac-12,pac-12,27163,1997
Minnesota,big-ten,big-ten,27163,1997
Florida State,acc,acc,27163,1997
Virginia Tech,acc,big-east,26163,1997
Southern Methodist,american,wac,26163,1997
Minnesota,big-ten,big-ten,26163,1997
Michigan,big-ten,big-ten,26163,1997
Akron,mac,mac,26163,1997
Massachusetts,mac,none,26161,1997
Indiana,big-ten,big-ten,26161,1997
Illinois State,none,none,26161,1997
Iowa State,big-12,big-12,26145,1997
Memphis,american,cusa,26125,1997
Michigan,big-ten,big-ten,26081,1997
Duke,acc,acc,26049,1997
Yale,none,none,25021,1997
Boston College,acc,big-east,25021,1997
Florida State,acc,acc,24510,1997
Michigan,big-ten,big-ten,22127,1997
Southern Mississippi,cusa,cusa,22105,1997
Louisiana State,sec,sec,22071,1997
Florida State,acc,acc,22071,1997
Vanderbilt,sec,sec,22033,1997
Oklahoma State,big-12,big-12,22017,1997
Notre Dame,acc,independent,21111,1997
Louisville,acc,cusa,21111,1997
Tennessee,sec,sec,21047,1997
North Carolina State,acc,acc,21015,1997
Kansas State,big-12,big-12,20037,1997
Kansas State,big-12,big-12,20015,1997
Iowa,big-ten,big-ten,19119,1997
Illinois,big-ten,big-ten,18157,1997
Clemson,acc,acc,18089,1997
Michigan State,big-ten,big-ten,17201,1997
Iowa,big-ten,big-ten,17043,1997
Illinois,big-ten,big-ten,17041,1997
Wisconsin,big-ten,big-ten,17031,1997
Oregon,pac-12,pac-12,17031,1997
Ohio State,big-ten,big-ten,17031,1997
Northwestern,big-ten,big-ten,17031,1997
Northern Illinois,mac,mac,17031,1997
Northern Illinois,mac,mac,17031,1997
Nebraska,big-ten,big-12,17031,1997
Kansas State,big-12,big-12,17031,1997
Iowa State,big-12,big-12,17031,1997
Illinois,big-ten,big-ten,17031,1997
Oregon,pac-12,pac-12,16027,1997
Brigham Young,independent,mwc,16027,1997
San Diego State,mwc,mwc,15003,1997
Virginia,acc,acc,13305,1997
Kentucky,sec,sec,13285,1997
Georgia,sec,sec,13285,1997
Alabama-Birmingham,cusa,cusa,13261,1997
Georgia,sec,sec,13245,1997
Florida State,acc,acc,13245,1997
Auburn,sec,sec,13215,1997
Florida State,acc,acc,13201,1997
Kentucky,sec,sec,13185,1997
Appalachian State,sun-belt,none,13157,1997
Clemson,acc,acc,13139,1997
Wake Forest,acc,acc,13121,1997
Georgia,sec,sec,13121,1997
Clemson,acc,acc,13121,1997
Appalachian State,sun-belt,none,13121,1997
South Carolina,sec,sec,13089,1997
Memphis,american,cusa,13089,1997
Georgia Tech,acc,acc,13089,1997
Georgia Tech,acc,acc,13089,1997
Georgia,sec,sec,13089,1997
Troy,sun-belt,independent,12113,1997
Florida State,acc,acc,12111,1997
Virginia Tech,acc,big-east,12109,1997
Louisville,acc,cusa,12109,1997
Florida State,acc,acc,12109,1997
Clemson,acc,acc,12109,1997
Western Kentucky,cusa,none,12105,1997
UCLA,pac-12,pac-12,12105,1997
Tennessee,sec,sec,12105,1997
Illinois State,none,none,12103,1997
Purdue,big-ten,big-ten,12099,1997
Ohio State,big-ten,big-ten,12099,1997
Michigan State,big-ten,big-ten,12099,1997
Louisville,acc,cusa,12099,1997
Central Florida,american,independent,12099,1997
Kentucky,sec,sec,12095,1997
Oklahoma,big-12,big-12,12086,1997
Minnesota,big-ten,big-ten,12086,1997
Miami,#N/A,#N/A,12086,1997
Illinois,big-ten,big-ten,12086,1997
Florida State,acc,acc,12086,1997
Florida State,acc,acc,12086,1997
Tulane,american,cusa,12073,1997
Arkansas,sec,sec,12073,1997
South Florida,american,independent,12071,1997
Duke,acc,acc,12057,1997
Florida State,acc,acc,12023,1997
Miami,#N/A,#N/A,12011,1997
Miami,#N/A,#N/A,12011,1997
Miami,#N/A,#N/A,12011,1997
South Florida,american,independent,12001,1997
Virginia,acc,acc,11001,1997
Maryland,big-ten,acc,11001,1997
Akron,mac,mac,11001,1997
Kansas State,big-12,big-12,8059,1997
Stanford,pac-12,pac-12,6085,1997
Washington State,pac-12,pac-12,6081,1997
Southern California,pac-12,pac-12,6073,1997
Michigan,big-ten,big-ten,6073,1997
Clemson,acc,acc,6073,1997
Arizona,pac-12,pac-12,6071,1997
Colorado,pac-12,big-12,6067,1997
California,pac-12,pac-12,6067,1997
Washington,pac-12,pac-12,6065,1997
Brigham Young,independent,mwc,6061,1997
Southern California,pac-12,pac-12,6059,1997
Nevada,mwc,wac,6059,1997
Washington State,pac-12,pac-12,6037,1997
UCLA,pac-12,pac-12,6037,1997
Oregon State,pac-12,pac-12,6037,1997
Oregon State,pac-12,pac-12,6037,1997
Ohio State,big-ten,big-ten,6037,1997
Nevada-Las Vegas,mwc,mwc,6037,1997
Iowa,big-ten,big-ten,6037,1997
Hawaii,mwc,wac,6037,1997
California,pac-12,pac-12,6037,1997
Yale,none,none,6019,1997
Stanford,pac-12,pac-12,6019,1997
Boise State,mwc,wac,6013,1997
Boise State,mwc,wac,6013,1997
Arizona,pac-12,pac-12,6013,1997
Akron,mac,mac,6013,1997
UCLA,pac-12,pac-12,6001,1997
Arkansas,sec,sec,5143,1997
Arizona State,pac-12,pac-12,4013,1997
New Mexico,mwc,mwc,4011,1997
Alabama-Birmingham,cusa,cusa,1123,1997
Michigan,big-ten,big-ten,1121,1997
Alabama,sec,sec,1107,1997
Tennessee,sec,sec,1097,1997
Fresno State,mwc,wac,1097,1997
Troy,sun-belt,independent,1015,1997
Arkansas,sec,sec,1015,1997
Wisconsin,big-ten,big-ten,0,1997
Wisconsin,big-ten,big-ten,0,1997
Wisconsin,big-ten,big-ten,0,1997
West Virginia,big-12,big-east,0,1997
Virginia Tech,acc,big-east,0,1997
Virginia Tech,acc,big-east,0,1997
Virginia Tech,acc,big-east,0,1997
Vanderbilt,sec,sec,0,1997
Utah,pac-12,mwc,0,1997
Texas Christian,big-12,cusa,0,1997
Texas Christian,big-12,cusa,0,1997
Texas A&M,sec,big-12,0,1997
Texas,big-12,big-12,0,1997
Texas,big-12,big-12,0,1997
Texas,big-12,big-12,0,1997
Tennessee,sec,sec,0,1997
Temple,american,big-east,0,1997
Stanford,pac-12,pac-12,0,1997
South Florida,american,independent,0,1997
South Florida,american,independent,0,1997
Purdue,big-ten,big-ten,0,1997
Purdue,big-ten,big-ten,0,1997
Oregon State,pac-12,pac-12,0,1997
Oregon,pac-12,pac-12,0,1997
Ohio State,big-ten,big-ten,0,1997
Ohio State,big-ten,big-ten,0,1997
Northwestern,big-ten,big-ten,0,1997
Northern Illinois,mac,mac,0,1997
North Carolina State,acc,acc,0,1997
North Carolina,acc,acc,0,1997
North Carolina,acc,acc,0,1997
Nebraska,big-ten,big-12,0,1997
Nebraska,big-ten,big-12,0,1997
Nebraska,big-ten,big-12,0,1997
Missouri,sec,big-12,0,1997
Mississippi State,sec,sec,0,1997
Mississippi,sec,sec,0,1997
Mississippi,sec,sec,0,1997
Michigan State,big-ten,big-ten,0,1997
Michigan,big-ten,big-ten,0,1997
Michigan,big-ten,big-ten,0,1997
Michigan,big-ten,big-ten,0,1997
Michigan,big-ten,big-ten,0,1997
Miami,#N/A,#N/A,0,1997
Miami,#N/A,#N/A,0,1997
Miami,#N/A,#N/A,0,1997
Miami,#N/A,#N/A,0,1997
Maryland,big-ten,acc,0,1997
Louisiana-Lafayette,sun-belt,sun-belt,0,1997
Kansas,big-12,big-12,0,1997
Iowa,big-ten,big-ten,0,1997
Iowa,big-ten,big-ten,0,1997
Indiana,big-ten,big-ten,0,1997
Georgia,sec,sec,0,1997
Georgia,sec,sec,0,1997
Georgia,sec,sec,0,1997
Georgia,sec,sec,0,1997
Florida State,acc,acc,0,1997
Florida,sec,sec,0,1997
Duke,acc,acc,0,1997
Cincinnati,american,cusa,0,1997
California,pac-12,pac-12,0,1997
California,pac-12,pac-12,0,1997
Auburn,sec,sec,0,1997
Auburn,sec,sec,0,1997
Arkansas,sec,sec,0,1997
Arizona State,pac-12,pac-12,0,1997
Arizona,pac-12,pac-12,0,1997
Wisconsin,big-ten,big-ten,55133,1996
Western Michigan,mac,mac,55079,1996
Wisconsin,big-ten,big-ten,55025,1996
Wisconsin,big-ten,big-ten,55009,1996
Oregon,pac-12,pac-12,53071,1996
Washington State,pac-12,pac-12,53063,1996
Washington State,pac-12,pac-12,53063,1996
Washington,pac-12,pac-12,53035,1996
Virginia,acc,acc,51770,1996
Duke,acc,acc,51770,1996
Virginia Tech,acc,big-east,51760,1996
Florida,sec,sec,51760,1996
Michigan State,big-ten,big-ten,51710,1996
Virginia,acc,acc,51700,1996
Virginia,acc,acc,51680,1996
North Carolina,acc,acc,51550,1996
Georgia Tech,acc,acc,51059,1996
Colorado,pac-12,big-12,49035,1996
North Texas,cusa,big-west,48477,1996
Texas,big-12,big-12,48439,1996
Texas A&M,sec,big-12,48361,1996
Miami,#N/A,#N/A,48329,1996
Mississippi,sec,sec,48321,1996
Texas,big-12,big-12,48309,1996
Baylor,big-12,big-12,48309,1996
Baylor,big-12,big-12,48251,1996
Texas Tech,big-12,big-12,48245,1996
Tulane,american,cusa,48201,1996
Texas A&M,sec,big-12,48201,1996
Texas A&M,sec,big-12,48201,1996
Minnesota,big-ten,big-ten,48201,1996
Michigan,big-ten,big-ten,48201,1996
Houston,american,cusa,48201,1996
Baylor,big-12,big-12,48201,1996
Arkansas,sec,sec,48201,1996
Missouri,sec,big-12,48181,1996
Michigan State,big-ten,big-ten,48167,1996
Kansas State,big-12,big-12,48167,1996
Colorado State,mwc,mwc,48153,1996
Texas-El Paso,cusa,wac,48141,1996
North Texas,cusa,big-west,48121,1996
Baylor,big-12,big-12,48121,1996
Arkansas,sec,sec,48121,1996
Arizona State,pac-12,pac-12,48091,1996
Texas A&M,sec,big-12,48005,1996
Oklahoma State,big-12,big-12,48005,1996
Memphis,american,cusa,47157,1996
Colorado,pac-12,big-12,47157,1996
Virginia Tech,acc,big-east,47075,1996
Memphis,american,cusa,47063,1996
Tennessee,sec,sec,47031,1996
South Carolina,sec,sec,45075,1996
Notre Dame,acc,independent,45075,1996
East Tennessee State,none,none,45075,1996
Clemson,acc,acc,45075,1996
South Carolina,sec,sec,45045,1996
Utah,pac-12,mwc,45039,1996
Tennessee,sec,sec,45029,1996
North Carolina State,acc,acc,45029,1996
Georgia Tech,acc,acc,45015,1996
Pittsburgh,acc,big-east,42101,1996
Michigan State,big-ten,big-ten,42101,1996
Virginia,acc,acc,42095,1996
West Virginia,big-12,big-east,42045,1996
Washington State,pac-12,pac-12,42017,1996
Pittsburgh,acc,big-east,42011,1996
Oregon State,pac-12,pac-12,41067,1996
Kentucky,sec,sec,41067,1996
Oklahoma State,big-12,big-12,40135,1996
Tulsa,american,wac,40047,1996
Texas-El Paso,cusa,wac,40031,1996
Nebraska,big-ten,big-12,40031,1996
South Carolina,sec,sec,39153,1996
Arkansas State,sun-belt,big-west,39153,1996
Northwestern,big-ten,big-ten,39113,1996
Florida,sec,sec,39113,1996
Air Force,mwc,mwc,39103,1996
Louisiana Tech,cusa,independent,39093,1996
Purdue,big-ten,big-ten,39061,1996
Miami (OH),mac,mac,39061,1996
West Virginia,big-12,big-east,39049,1996
Ohio State,big-ten,big-ten,39049,1996
Pittsburgh,acc,big-east,39035,1996
Michigan State,big-ten,big-ten,39035,1996
Colorado,pac-12,big-12,39035,1996
Boston College,acc,big-east,39035,1996
Virginia,acc,acc,37183,1996
Western Carolina,none,none,37151,1996
Wake Forest,acc,acc,37119,1996
Tennessee,sec,sec,37113,1996
Michigan State,big-ten,big-ten,37067,1996
South Carolina,sec,sec,37049,1996
North Carolina State,acc,acc,37045,1996
North Carolina State,acc,acc,37045,1996
East Carolina,american,cusa,37045,1996
Duke,acc,acc,37045,1996
Harvard,none,none,36067,1996
South Carolina,sec,sec,36061,1996
Maryland,big-ten,acc,36061,1996
Pittsburgh,acc,big-east,36001,1996
UCLA,pac-12,pac-12,34023,1996
Duke,acc,acc,34013,1996
Boston College,acc,big-east,34013,1996
Wisconsin,big-ten,big-ten,34007,1996
Pennsylvania,none,none,34003,1996
Boston College,acc,big-east,34003,1996
Miami (OH),mac,mac,29510,1996
Marshall,cusa,mac,28149,1996
Southern Mississippi,cusa,cusa,28123,1996
Mississippi State,sec,sec,28121,1996
Mississippi State,sec,sec,28121,1996
Arkansas,sec,sec,28121,1996
Notre Dame,acc,independent,28081,1996
Mississippi,sec,sec,28071,1996
Louisiana State,sec,sec,28059,1996
Florida State,acc,acc,28059,1996
Minnesota,big-ten,big-ten,27037,1996
Southern California,pac-12,pac-12,26163,1996
Michigan,big-ten,big-ten,26161,1996
Michigan State,big-ten,big-ten,26121,1996
Michigan State,big-ten,big-ten,26019,1996
Marshall,cusa,mac,25025,1996
Georgia,sec,sec,25025,1996
Boston College,acc,big-east,25023,1996
Richmond,none,none,25005,1996
California,pac-12,pac-12,22101,1996
Tulane,american,cusa,22093,1996
Mississippi State,sec,sec,22081,1996
Louisville,acc,cusa,22079,1996
California,pac-12,pac-12,22071,1996
Louisiana-Lafayette,sun-belt,independent,22061,1996
Louisiana State,sec,sec,22051,1996
Louisiana State,sec,sec,22045,1996
Texas Tech,big-12,big-12,22033,1996
Nevada-Las Vegas,mwc,mwc,22017,1996
Louisiana-Monroe,sun-belt,independent,22017,1996
Louisiana State,sec,sec,22017,1996
Miami (OH),mac,mac,21111,1996
Louisville,acc,cusa,21111,1996
Alabama,sec,sec,21015,1996
Kansas State,big-12,big-12,20175,1996
Harvard,none,none,20157,1996
Miami,#N/A,#N/A,20125,1996
Iowa,big-ten,big-ten,19193,1996
Arkansas,sec,sec,19013,1996
Stanford,pac-12,pac-12,18105,1996
Wisconsin,big-ten,big-ten,18097,1996
Vanderbilt,sec,sec,18059,1996
Michigan,big-ten,big-ten,17197,1996
Illinois,big-ten,big-ten,17163,1996
Iowa,big-ten,big-ten,17161,1996
Michigan,big-ten,big-ten,17099,1996
Iowa,big-ten,big-ten,17043,1996
Tennessee,sec,sec,17031,1996
Oklahoma State,big-12,big-12,17031,1996
Iowa,big-ten,big-ten,17031,1996
Boise State,mwc,big-west,17031,1996
Brigham Young,independent,mwc,16027,1996
Boise State,mwc,big-west,16011,1996
Georgia Tech,acc,acc,13279,1996
Georgia Southern,sun-belt,none,13275,1996
Auburn,sec,sec,13175,1996
Georgia Southern,sun-belt,none,13153,1996
Vanderbilt,sec,sec,13135,1996
Georgia,sec,sec,13135,1996
Virginia,acc,acc,13131,1996
Troy,sun-belt,none,13121,1996
Tennessee,sec,sec,13121,1996
Mississippi State,sec,sec,13121,1996
Georgia Southern,sun-belt,none,13121,1996
Georgia,sec,sec,13121,1996
Tennessee,sec,sec,13089,1996
Marshall,cusa,mac,13089,1996
Furman,none,none,13077,1996
Troy,sun-belt,none,13021,1996
Oklahoma,big-12,big-12,12127,1996
Purdue,big-ten,big-ten,12115,1996
Kansas State,big-12,big-12,12109,1996
Florida State,acc,acc,12109,1996
Kansas State,big-12,big-12,12103,1996
West Virginia,big-12,big-east,12099,1996
Virginia Tech,acc,big-east,12095,1996
Marshall,cusa,mac,12095,1996
Duke,acc,acc,12095,1996
Miami,#N/A,#N/A,12086,1996
Georgia Tech,acc,acc,12086,1996
Central Florida,american,independent,12086,1996
Florida State,acc,acc,12081,1996
Florida State,acc,acc,12073,1996
Florida,sec,sec,12067,1996
Florida,sec,sec,12057,1996
Florida State,acc,acc,12051,1996
Georgia Tech,acc,acc,12019,1996
Oklahoma,big-12,big-12,12011,1996
Notre Dame,acc,independent,12011,1996
Florida State,acc,acc,12011,1996
Miami,#N/A,#N/A,12009,1996
Florida,sec,sec,12001,1996
West Virginia,big-12,big-east,11001,1996
Virginia,acc,acc,11001,1996
Wisconsin,big-ten,big-ten,9009,1996
Wyoming,mwc,mwc,8059,1996
Michigan,big-ten,big-ten,8059,1996
Colorado State,mwc,mwc,8059,1996
Wake Forest,acc,acc,8013,1996
Colorado State,mwc,mwc,6111,1996
California,pac-12,pac-12,6085,1996
Washington,pac-12,pac-12,6081,1996
Southern California,pac-12,pac-12,6077,1996
San Jose State,mwc,wac,6077,1996
Utah,pac-12,mwc,6073,1996
Ohio State,big-ten,big-ten,6073,1996
California,pac-12,pac-12,6073,1996
Stanford,pac-12,pac-12,6069,1996
San Diego State,mwc,mwc,6065,1996
Miami,#N/A,#N/A,6065,1996
Fresno State,mwc,wac,6065,1996
Utah State,mwc,big-west,6059,1996
Southern California,pac-12,pac-12,6059,1996
Washington State,pac-12,pac-12,6047,1996
West Texas A&M,none,none,6037,1996
Washington,pac-12,pac-12,6037,1996
UCLA,pac-12,pac-12,6037,1996
Texas A&M,sec,big-12,6037,1996
Tennessee,sec,sec,6037,1996
Stanford,pac-12,pac-12,6037,1996
Southern California,pac-12,pac-12,6037,1996
Southern California,pac-12,pac-12,6037,1996
San Diego State,mwc,mwc,6037,1996
Oregon State,pac-12,pac-12,6037,1996
Ohio State,big-ten,big-ten,6037,1996
Notre Dame,acc,independent,6037,1996
Nebraska,big-ten,big-12,6037,1996
Hawaii,mwc,wac,6037,1996
Colorado State,mwc,mwc,6037,1996
Colorado,pac-12,big-12,6037,1996
Brigham Young,independent,mwc,6037,1996
Arizona State,pac-12,pac-12,6037,1996
Arizona State,pac-12,pac-12,6037,1996
Arizona,pac-12,pac-12,6037,1996
Arizona,pac-12,pac-12,6037,1996
Utah State,mwc,big-west,6029,1996
Arizona State,pac-12,pac-12,6029,1996
San Jose State,mwc,wac,6013,1996
Idaho,sun-belt,big-west,6013,1996
Colorado,pac-12,big-12,6001,1996
Arizona State,pac-12,pac-12,6001,1996
Nebraska,big-ten,big-12,4013,1996
Nebraska,big-ten,big-12,4013,1996
Arizona State,pac-12,pac-12,4013,1996
Arizona,pac-12,pac-12,4013,1996
Arizona,pac-12,pac-12,4001,1996
Mississippi,sec,sec,1125,1996
Southern Mississippi,cusa,cusa,1117,1996
Alabama,sec,sec,1109,1996
Auburn,sec,sec,1101,1996
Auburn,sec,sec,1097,1996
Auburn,sec,sec,1097,1996
Alabama,sec,sec,1097,1996
Troy,sun-belt,none,1087,1996
Auburn,sec,sec,1081,1996
Troy,sun-belt,none,1057,1996
Alabama,sec,sec,1057,1996
Southern Mississippi,cusa,cusa,1037,1996
Wisconsin,big-ten,big-ten,0,1996
William & Mary,none,none,0,1996
Washington State,pac-12,pac-12,0,1996
Washington State,pac-12,pac-12,0,1996
Wake Forest,acc,acc,0,1996
Virginia Tech,acc,big-east,0,1996
Virginia Tech,acc,big-east,0,1996
Virginia,acc,acc,0,1996
Texas-El Paso,cusa,wac,0,1996
Texas-El Paso,cusa,wac,0,1996
Texas Tech,big-12,big-12,0,1996
Texas A&M,sec,big-12,0,1996
Tennessee,sec,sec,0,1996
Tennessee,sec,sec,0,1996
Syracuse,acc,big-east,0,1996
South Carolina,sec,sec,0,1996
South Carolina,sec,sec,0,1996
Rutgers,big-ten,big-east,0,1996
Oregon,pac-12,pac-12,0,1996
Ohio State,big-ten,big-ten,0,1996
Ohio State,big-ten,big-ten,0,1996
North Texas,cusa,big-west,0,1996
North Carolina State,acc,acc,0,1996
New Mexico,mwc,mwc,0,1996
Minnesota,big-ten,big-ten,0,1996
Minnesota,big-ten,big-ten,0,1996
Michigan State,big-ten,big-ten,0,1996
Michigan State,big-ten,big-ten,0,1996
Michigan,big-ten,big-ten,0,1996
Michigan,big-ten,big-ten,0,1996
Marshall,cusa,mac,0,1996
Louisville,acc,cusa,0,1996
Louisville,acc,cusa,0,1996
Louisiana State,sec,sec,0,1996
Kansas State,big-12,big-12,0,1996
Kansas State,big-12,big-12,0,1996
Illinois,big-ten,big-ten,0,1996
Illinois,big-ten,big-ten,0,1996
Idaho,sun-belt,big-west,0,1996
Georgia Tech,acc,acc,0,1996
Georgia,sec,sec,0,1996
Florida State,acc,acc,0,1996
Florida,sec,sec,0,1996
Florida,sec,sec,0,1996
East Carolina,american,cusa,0,1996
Colorado State,mwc,mwc,0,1996
Colorado,pac-12,big-12,0,1996
Boston College,acc,big-east,0,1996
Baylor,big-12,big-12,0,1996
Arizona State,pac-12,pac-12,0,1996
Alabama,sec,sec,0,1996
Wisconsin,big-ten,big-ten,55079,1995
Wisconsin,big-ten,big-ten,55031,1995
Marshall,cusa,mac,51700,1995
North Carolina,acc,acc,51650,1995
North Carolina,acc,acc,51550,1995
Kansas State,big-12,big-12,51107,1995
Houston,american,cusa,48491,1995
Texas A&M,sec,big-12,48469,1995
Stanford,pac-12,pac-12,48439,1995
Texas A&M,sec,big-12,48425,1995
Cincinnati,american,cusa,48395,1995
Texas A&M,sec,big-12,48329,1995
Texas A&M,sec,big-12,48313,1995
Texas Christian,big-12,wac,48309,1995
Tulsa,american,wac,48257,1995
Southern Methodist,american,wac,48245,1995
Texas A&M,sec,big-12,48201,1995
Texas,big-12,big-12,48201,1995
Ohio State,big-ten,big-ten,48201,1995
Arizona,pac-12,pac-12,48201,1995
Texas Christian,big-12,wac,48183,1995
Baylor,big-12,big-12,48167,1995
Kansas State,big-12,big-12,48149,1995
Texas A&M,sec,big-12,48121,1995
Southern Methodist,american,wac,48121,1995
Rutgers,big-ten,big-east,48121,1995
Texas,big-12,big-12,48091,1995
Houston,american,cusa,48037,1995
Texas A&M,sec,big-12,48007,1995
Tennessee,sec,sec,47113,1995
Tennessee,sec,sec,47113,1995
Clemson,acc,acc,47037,1995
Clemson,acc,acc,45091,1995
Florida State,acc,acc,45055,1995
South Carolina,sec,sec,45035,1995
North Carolina State,acc,acc,45035,1995
Furman,none,none,45035,1995
Boston College,acc,big-east,45035,1995
Northwestern,big-ten,big-ten,45003,1995
West Virginia,big-12,big-east,42101,1995
Maryland,big-ten,acc,42049,1995
West Virginia,big-12,big-east,42007,1995
West Virginia,big-12,big-east,42003,1995
Syracuse,acc,big-east,42003,1995
Notre Dame,acc,independent,42003,1995
Kent State,mac,mac,42003,1995
UCLA,pac-12,pac-12,41067,1995
Oregon,pac-12,pac-12,41017,1995
Oklahoma,big-12,big-12,40143,1995
Oklahoma,big-12,big-12,40031,1995
Miami (OH),mac,mac,39173,1995
Cincinnati,american,cusa,39151,1995
Ohio State,big-ten,big-ten,39147,1995
Tennessee,sec,sec,39113,1995
Tennessee,sec,sec,39113,1995
Minnesota,big-ten,big-ten,39061,1995
Florida,sec,sec,39061,1995
Ohio State,big-ten,big-ten,39049,1995
Michigan,big-ten,big-ten,39049,1995
Notre Dame,acc,independent,39035,1995
Kent State,mac,mac,39035,1995
California,pac-12,pac-12,39035,1995
Tennessee,sec,sec,37185,1995
North Carolina,acc,acc,37157,1995
Virginia,acc,acc,37153,1995
East Carolina,american,cusa,37147,1995
Michigan,big-ten,big-ten,37119,1995
North Carolina State,acc,acc,37107,1995
North Carolina State,acc,acc,37081,1995
Virginia,acc,acc,37051,1995
Arkansas,sec,sec,37051,1995
Arizona,pac-12,pac-12,37049,1995
San Diego State,mwc,mwc,36061,1995
Massachusetts,mac,none,36061,1995
Central Florida,american,independent,36061,1995
Virginia Tech,acc,big-east,36059,1995
Syracuse,acc,big-east,36055,1995
North Carolina,acc,acc,34039,1995
Maryland,big-ten,acc,34039,1995
North Carolina State,acc,acc,34031,1995
Georgia Tech,acc,acc,34025,1995
West Virginia,big-12,big-east,34021,1995
Virginia,acc,acc,34021,1995
Syracuse,acc,big-east,34021,1995
Temple,american,big-east,34013,1995
West Virginia,big-12,big-east,34005,1995
Tennessee,sec,sec,34005,1995
Nebraska,big-ten,big-12,31127,1995
Notre Dame,acc,independent,31109,1995
Nebraska,big-ten,big-12,31023,1995
Northern Illinois,mac,mac,29510,1995
Memphis,american,cusa,29510,1995
Kansas State,big-12,big-12,29510,1995
Nebraska,big-ten,big-12,29021,1995
East Carolina,american,cusa,28149,1995
Mississippi State,sec,sec,28121,1995
Louisiana State,sec,sec,28121,1995
Oklahoma,big-12,big-12,28113,1995
