name,sport,gender,country,height,weight,age
Mackenzie Boyd-Clowes,skj,Male,Canada,1.84,69,22
Alexey Pchelintsev,skj,Male,Kazakhstan,1.84,65,22
Simon Ammann,skj,Male,Switzerland,1.73,60,32
Ilmir Hazetdinov,skj,Male,Russian Fed.,1.81,67,22
Vladimir Zografski,skj,Male,Bulgaria,1.65,57,20
Yurina Yamada,skj,Female,Japan,1.57,50,17
Johannes Hoepfl,swb,Male,Germany,1.85,80,18
Deborah Anthonioz,swb,Female,France,1.65,52,35
Kwang-Ki Lee,swb,Male,Korea,1.71,63,20
Alexey Sobolev,swb,Male,Russian Fed.,1.75,69,22
Ben Kilner,swb,Male,Great Britain,1.80,71,25
Sergey Tarasov,swb,Male,Russian Fed.,1.69,58,25
Andreas Prommegger,swb,Male,Austria,1.80,80,33
Ester Ledecka,swb,Female,Czech Republic,1.73,68,18
Michelle Dekker,swb,Female,Netherlands,1.65,66,17
Clemence Grimal,swb,Female,France,1.76,70,19
Luca Matteotti,swb,Male,Italy,1.75,59,24
Jan Kralj,swb,Male,Slovenia,1.74,69,18
Staale Sandbech,swb,Male,Norway,,,20
Gloria Kotnik,swb,Female,Slovenia,1.60,53,24
Nadya Ochner,swb,Female,Italy,1.72,60,20
Dominic Harington,swb,Male,Great Britain,1.87,77,29
Jussi Taka,swb,Male,Finland,1.86,85,20
Rebecca Sinclair,swb,Female,New Zealand,1.65,62,22
Pavel Kharitonov,swb,Male,Russian Fed.,1.78,77,24
Stian Sivertzen,swb,Male,Norway,,,24
Brad Martin,swb,Male,Canada,1.80,81,27
Christoph Mick,swb,Male,Italy,1.87,85,25
Mirabelle Thovex,swb,Female,France,1.67,60,22
Christy Prior,swb,Female,New Zealand,1.61,62,25
Danny Davis,swb,Male,United States,1.75,73,25
Michal Ligocki,swb,Male,Poland,1.77,71,28
Isabel Clark Ribeiro,swb,Female,Brazil,1.68,61,37
Aimee Fuller,swb,Female,Great Britain,1.63,61,22
Johann Baisamy,swb,Male,France,1.68,67,24
Simona Meiler,swb,Female,Switzerland,1.65,56,24
Tomoka Takeuchi,swb,Female,Japan,1.65,61,30
Regino Hernandez,swb,Male,Spain,1.87,87,22
Nicolien Sauerbreij,swb,Female,Netherlands,1.63,60,34
Nadja Purtschert,swb,Female,Switzerland,1.64,52,24
Enni Rukajarvi,swb,Female,Finland,1.65,54,23
Mark Mcmorris,swb,Male,Canada,1.78,72,20
Isabel Derungs,swb,Female,Switzerland,1.70,58,26
Aaron March,swb,Male,Italy,1.85,85,27
Jamie Nicholls,swb,Male,Great Britain,1.78,67,20
Yiwei Zhang,swb,Male,China,1.72,68,21
Jacqueline Hernandez,swb,Female,United States,1.83,79,21
Morena Makar,swb,Female,Croatia,1.58,49,29
David Habluetzel,swb,Male,Switzerland,1.75,65,17
Tommaso Leoni,swb,Male,Italy,1.80,75,22
Derek Livingston,swb,Male,Canada,1.72,68,23
Karolina Sztokfisz,swb,Female,Poland,1.59,62,25
Maciej Jodko,swb,Male,Poland,1.78,80,31
Markus Malin,swb,Male,Finland,1.76,70,26
Dominique Maltais,swb,Female,Canada,1.78,71,33
Nikita Avtaneev,swb,Male,Russian Fed.,1.83,73,18
Kevin Hill,swb,Male,Canada,1.80,78,27
Maelle Ricker,swb,Female,Canada,1.69,63,35
Alexander Bergmann,swb,Male,Germany,1.76,70,26
Peetu Piiroinen,swb,Male,Finland,1.66,67,26
Jarryd Hughes,swb,Male,Australia,1.79,80,18
Sebastien Toutant,swb,Male,Canada,1.70,70,21
Ella Suitiala,swb,Female,Finland,1.63,63,24
Rana Okada,swb,Female,Japan,1.63,50,23
Yosyf Penyak,swb,Male,Ukraine,1.78,83,29
Zhifeng Sun,swb,Female,China,1.58,58,22
Dimi De Jong,swb,Male,Netherlands,1.78,82,19
Stephanie Magiros,swb,Female,Australia,1.50,50,22
Emanuel Perathoner,swb,Male,Italy,1.79,77,27
Jasey Jay Anderson,swb,Male,Canada,1.78,80,38
Cameron Bolton,swb,Male,Australia,1.91,82,23
Vic Wild,swb,Male,Russian Fed.,1.79,82,27
Charlotte Bankes,swb,Female,France,1.63,60,18
Ursina Haller,swb,Female,Switzerland,1.72,62,28
Ville Paumola,swb,Male,Finland,1.72,68,22
Billy Morgan,swb,Male,Great Britain,1.81,72,24
Paul Berg,swb,Male,Germany,1.80,79,22
Dolf Van Der Wal,swb,Male,Netherlands,1.87,83,26
Philipp Schoch,swb,Male,Switzerland,1.83,95,34
Anna Gasser,swb,Female,Austria,1.65,52,22
Anke Karstens,swb,Female,Germany,1.75,65,28
Nathan Johnstone,swb,Male,Australia,1.73,65,24
Xuetong Cai,swb,Female,China,1.62,60,20
Julie Zogg,swb,Female,Switzerland,1.60,57,21
Markus Schairer,swb,Male,Austria,1.77,83,26
Joanna Zajac,swb,Female,Poland,1.65,58,23
Pierre Vaultier,swb,Male,France,1.86,77,26
Jiayu Liu,swb,Female,China,1.72,65,21
Meinhard Erlacher,swb,Male,Italy,1.80,83,31
Selina Joerg,swb,Female,Germany,1.74,63,26
Anton Lindfors,swb,Male,Finland,1.78,77,22
Bong-Shik Shin,swb,Male,Korea,1.84,83,21
Amelie Kober,swb,Female,Germany,1.68,56,26
Verena Rohrer,swb,Female,Switzerland,1.69,57,17
Rok Marguc,swb,Male,Slovenia,1.80,82,27
Nina Micic,swb,Female,Serbia,1.70,54,23
Patrick Bussler,swb,Male,Germany,1.85,84,29
Zoe Gillings,swb,Female,Great Britain,1.68,65,28
Alexandra Jekova,swb,Female,Bulgaria,1.67,63,26
Julia Dujmovits,swb,Female,Austria,1.68,60,26
Shelly Gotlieb,swb,Female,New Zealand,1.74,64,33
Jan Scherrer,swb,Male,Switzerland,1.82,70,19
Sven Thorgren,swb,Male,Sweden,1.72,70,19
Crispin Lipscomb,swb,Male,Canada,1.75,65,34
Omar Visintin,swb,Male,Italy,1.82,78,24
Isabella Laboeck,swb,Female,Germany,1.67,59,27
Holly Crawford,swb,Female,Australia,1.73,63,30
Kjersti Buaas,swb,Female,Norway,,,32
Zan Kosir,swb,Male,Slovenia,1.84,77,29
Marion Kreiner,swb,Female,Austria,1.70,61,32
Silje Norendal,swb,Female,Norway,,,20
Nelly Moenne Loccoz,swb,Female,France,1.66,58,23
Sylvain Dufour,swb,Male,France,1.78,82,31
Mathias Weissenbacher,swb,Male,Austria,1.73,73,22
Laro Herrero,swb,Male,Spain,1.82,64,24
Alessandro Haemmerle,swb,Male,Austria,1.90,82,20
Tim-Kevin Ravnjak,swb,Male,Slovenia,1.72,66,17
Katie Tsuyuki,swb,Female,Canada,1.68,52,31
Alena Zavarzina,swb,Female,Russian Fed.,1.75,60,24
Konstantin Schad,swb,Male,Germany,1.77,80,26
Sarka Pancochova,swb,Female,Czech Republic,1.59,55,23
Annamari Chundak,swb,Female,Ukraine,1.65,60,23
Sina Candrian,swb,Female,Switzerland,1.63,53,25
Andrey Boldykov,swb,Male,Russian Fed.,1.75,85,30
Jake Holden,swb,Male,Canada,1.87,85,26
Stefanie Mueller,swb,Female,Switzerland,1.58,56,21
Faye Gulini,swb,Female,United States,1.63,57,21
Ilkka-Eemeli Laari,swb,Male,Finland,1.79,72,24
Stanislav Detkov,swb,Male,Russian Fed.,1.65,72,33
Natalia Soboleva,swb,Female,Russian Fed.,1.70,54,18
Yuka Fujimori,swb,Female,Japan,1.60,55,27
Roland Fischnaller,swb,Male,Italy,1.86,83,33
Ekaterina Tudegesheva,swb,Female,Russian Fed.,1.62,65,26
Rok Flander,swb,Male,Slovenia,1.80,78,34
Shuang Li,swb,Female,China,1.69,63,21
Kaitlyn Farrington,swb,Female,United States,1.63,57,24
Ekaterina Ilyukhina,swb,Female,Russian Fed.,1.57,60,26
Sandra Daniela Gerber,swb,Female,Switzerland,1.73,75,28
Robert Fagan,swb,Male,Canada,1.85,88,37
Seamus O'Connor,swb,Male,Ireland,1.78,71,16
Emil Novak,swb,Male,Czech Republic,1.73,78,24
Ladina Jenny,swb,Female,Switzerland,1.70,62,20
Jenny Jones,swb,Female,Great Britain,1.61,61,33
Simon Schoch,swb,Male,Switzerland,1.84,85,35
Torah Bright,swb,Female,Australia,1.61,57,27
Taku Hiraoka,swb,Male,Japan,1.71,63,18
Torgeir Bergrem,swb,Male,Norway,,,22
Hanno Douschan,swb,Male,Austria,1.71,75,24
Elena Koenz,swb,Female,Switzerland,1.66,55,26
Karly Shorr,swb,Female,United States,1.73,66,19
Chloe Trespeuch,swb,Female,France,1.76,63,19
Hannah Trigger,swb,Female,Australia,1.67,60,27
Ina Meschik,swb,Female,Austria,1.60,57,23
Janne Korpi,swb,Male,Finland,1.80,74,28
Ayumu Nedefuji,swb,Male,Japan,1.80,68,19
Yuki Kadono,swb,Male,Japan,1.73,64,17
Kent Callister,swb,Male,Australia,1.75,72,18
Ryan Stassel,swb,Male,United States,1.80,77,21
Bell Berghuis,swb,Female,Netherlands,1.66,63,28
Nikolay Olyunin,swb,Male,Russian Fed.,1.80,84,22
Radoslav Yankov,swb,Male,Bulgaria,1.90,85,24
Clemens Schattschneider,swb,Male,Austria,1.83,81,22
Jessika Jenson,swb,Female,United States,1.65,54,22
Arielle Gold,swb,Female,United States,1.65,64,17
Izidor Sustersic,swb,Male,Slovenia,1.85,80,36
Michael Lambert,swb,Male,Canada,1.78,76,27
Eva Samkova,swb,Female,Czech Republic,1.71,68,20
Ariane Lavigne,swb,Female,Canada,1.70,63,29
Emil Andre Ulsletten,swb,Male,Norway,,,20
Taylor Gold,swb,Male,United States,1.75,68,20
Roope Tonteri,swb,Male,Finland,1.69,68,21
Hannah Teter,swb,Female,United States,1.70,60,27
Christian Haller,swb,Male,Switzerland,1.75,72,24
Nick Baumgartner,swb,Male,United States,1.83,91,32
Queralt Castellet,swb,Female,Spain,1.56,53,24
Stefi Luxton,swb,Female,New Zealand,1.67,53,22
Alexandra Duckworth,swb,Female,Canada,1.58,50,26
Lindsey Jacobellis,swb,Female,United States,1.68,64,28
Nevin Galmarini,swb,Male,Switzerland,1.72,74,27
Niklas Mattsson,swb,Male,Sweden,1.88,77,21
Patrizia Kummer,swb,Female,Switzerland,1.72,70,26
Arthur Longo,swb,Male,France,1.73,66,25
Mercedes Nicoll,swb,Female,Canada,1.63,58,30
Aleksandra Krol,swb,Female,Poland,1.72,53,23
Iouri Podladtchikov,swb,Male,Switzerland,1.84,76,25
Trevor Jacob,swb,Male,United States,1.80,88,20
Kaspar Fluetsch,swb,Male,Switzerland,1.72,80,27
Corinna Boccacini,swb,Female,Italy,1.73,83,28
Paul-Henri De Le Rue,swb,Male,France,1.76,82,29
Marianne Leeson,swb,Female,Canada,1.73,62,26
Raffaella Brutto,swb,Female,Italy,1.69,63,26
Kelly Clark,swb,Female,United States,1.63,61,30
Claudia Riegler,swb,Female,Austria,1.68,70,40
Alex Pullin,swb,Male,Australia,1.85,87,26
Ty Walker,swb,Female,United States,1.57,61,16
Ryo Aono,swb,Male,Japan,1.66,60,23
Gregory Bretz,swb,Male,United States,1.88,88,23
Shaun White,swb,Male,United States,1.75,70,27
Hilde-Katrine Engeli,swb,Female,Norway,,,25
Seppe Smits,swb,Male,Belgium,1.80,72,22
Andrey Sobolev,swb,Male,Russian Fed.,1.84,73,24
Tony Ramoin,swb,Male,France,1.83,74,25
Scotty James,swb,Male,Australia,1.85,78,19
Ho-Jun Kim,swb,Male,Korea,1.76,62,23
Jenna Blasman,swb,Female,Canada,1.57,58,20
Ayumu Hirano,swb,Male,Japan,1.60,50,15
Lucien Koch,swb,Male,Switzerland,1.77,66,18
Wancheng Shi,swb,Male,China,1.79,78,23
David Bakes,swb,Male,Czech Republic,1.91,85,31
Adrian Krainer,swb,Male,Austria,1.86,75,21
Charles Guldemond,swb,Male,United States,1.85,82,26
Sophie Rodriguez,swb,Female,France,1.68,57,25
Lluis Marin Tarroch,swb,Male,Andorra,1.85,85,25
Rebecca Torr,swb,Female,New Zealand,1.73,65,23
Gjermund Braaten,swb,Male,Norway,,,23
Valery Kolegov,swb,Male,Russian Fed.,1.70,75,18
Cheryl Maas,swb,Female,Netherlands,1.74,70,29
Charles Reid,swb,Male,Canada,1.75,68,23
Marvin James,swb,Male,Switzerland,1.71,69,24
Maria Ramberger,swb,Female,Austria,1.66,55,27
Mateusz Ligocki,swb,Male,Poland,1.71,78,31
Lucas Eguibar,swb,Male,Spain,1.82,82,20
Spencer O'Brien,swb,Female,Canada,1.72,68,26
Jamie Anderson,swb,Female,United States,1.60,54,23
Michela Moioli,swb,Female,Italy,1.73,65,18
Sage Kotsenburg,swb,Male,United States,1.78,75,20
Caroline Calve,swb,Female,Canada,1.77,73,35
Benjamin Karl,swb,Male,Austria,1.86,90,28
Stefan Baumeister,swb,Male,Germany,1.73,72,20
Valeriya Tsoy,swb,Female,Kazakhstan,1.66,72,25
Christopher Robanske,swb,Male,Canada,1.80,83,24
Sang-Kyum Kim,swb,Male,Korea,1.82,88,25
Helene Olafsen,swb,Female,Norway,,,23
Lukas Mathies,swb,Male,Austria,1.71,70,22
Nate Holland,swb,Male,United States,1.78,91,35
Justin Reiter,swb,Male,United States,1.80,75,33
Susanne Moll,swb,Female,Austria,1.69,58,26
Belle Brockhoff,swb,Female,Australia,1.70,70,21
Tim Watter,swb,Male,Switzerland,1.72,72,22
Maxence Parrot,swb,Male,Canada,1.80,70,19
Alex Deibold,swb,Male,United States,1.85,86,27
Merika Enne,swb,Female,Finland,1.69,62,21
Anton Unterkofler,swb,Male,Austria,1.86,85,30
Anton Koprivitsa,swb,Male,Russian Fed.,1.72,68,22
Matthew Morison,swb,Male,Canada,1.80,76,26
Mika Poutala,ssk,Male,Finland,1.77,77,30
Tommi Pulli,ssk,Male,Finland,1.83,70,21
Hege Bokko,ssk,Female,Norway,,,22
Yekaterina Shikhova,ssk,Female,Russian Fed.,1.72,63,28
Jilleanne Rookard,ssk,Female,United States,1.60,59,31
Francesca Lollobrigida,ssk,Female,Italy,1.69,62,23
Ronald Mulder,ssk,Male,Netherlands,1.86,84,27
Jan Szymanski,ssk,Male,Poland,1.80,77,24
Carien Kleibeuker,ssk,Female,Netherlands,1.72,58,35
Joey Mantia,ssk,Male,United States,1.73,76,28
Yuliya Skokova,ssk,Female,Russian Fed.,1.75,71,31
Camilla H Farestveit,ssk,Female,Norway,,,24
Konrad Nagy,ssk,Male,Hungary,1.87,86,21
Yvonne Daldossi,ssk,Female,Italy,1.64,64,22
Shuai Qi,ssk,Female,China,1.71,61,26
Nana Takagi,ssk,Female,Japan,1.55,47,21
Luiza Zlotkowska,ssk,Female,Poland,1.60,52,27
Olga Fatkulina,ssk,Female,Russian Fed.,1.72,62,24
Yevgeny Seryayev,ssk,Male,Russian Fed.,1.82,80,25
Jorrit Bergsma,ssk,Male,Netherlands,1.90,73,28
Anna Rokita,ssk,Female,Austria,1.73,63,28
Bart Swings,ssk,Male,Belgium,1.79,67,23
Andrea Giovannini,ssk,Male,Italy,1.78,73,20
Patrick Beckert,ssk,Male,Germany,1.83,74,23
Denis Koval,ssk,Male,Russian Fed.,1.77,78,22
Marrit Leenstra,ssk,Female,Netherlands,1.70,59,24
Zbigniew Brodka,ssk,Male,Poland,1.83,85,29
Sven Kramer,ssk,Male,Netherlands,1.87,83,27
Laurine Van Riessen,ssk,Female,Netherlands,1.67,62,26
Zhongsheng Mu,ssk,Male,China,1.93,83,22
Mathieu Giroux,ssk,Male,Canada,1.77,80,28
Denise Roth,ssk,Female,Germany,1.64,59,25
Taro Kondo,ssk,Male,Japan,1.75,77,19
Alexej Baumgaertner,ssk,Male,Germany,1.82,77,25
Shani Davis,ssk,Male,United States,1.88,86,31
Marsha Hudey,ssk,Female,Canada,1.57,59,23
Havard Bokko,ssk,Male,Norway,,,27
Koen Verweij,ssk,Male,Netherlands,1.82,83,23
Anastasia Bucsis,ssk,Female,Canada,1.78,67,24
Denny Morrison,ssk,Male,Canada,1.83,81,28
Aleksandr Zhigin,ssk,Male,Kazakhstan,1.80,74,27
Jonathan Garcia,ssk,Male,United States,1.70,64,27
William Dutton,ssk,Male,Canada,1.83,85,24
Ireen Wust,ssk,Female,Netherlands,1.68,63,27
Yekaterina Aydova,ssk,Female,Kazakhstan,1.70,62,22
Ivan Skobrev,ssk,Male,Russian Fed.,1.87,85,31
Denis Kuzin,ssk,Male,Kazakhstan,1.88,85,25
Qishi Li,ssk,Female,China,1.75,68,20
Shane Williamson,ssk,Male,Japan,1.76,67,18
Shane Dobbin,ssk,Male,New Zealand,1.83,72,34
Nico Ihle,ssk,Male,Germany,1.87,85,28
Benjamin Mace,ssk,Male,France,1.83,80,24
Anna Ringsred,ssk,Female,United States,1.63,59,29
Kaylin Irvine,ssk,Female,Canada,1.70,67,23
Dan Li,ssk,Female,China,1.66,62,27
Brittany Bowe,ssk,Female,United States,1.70,66,25
Lada Zadonskaya,ssk,Female,Russian Fed.,1.70,62,27
Ewen Fernandez,ssk,Male,France,1.75,73,25
Margot Boer,ssk,Female,Netherlands,1.80,72,28
Muncef Ouardi,ssk,Male,Canada,1.82,81,27
Matteo Anesi,ssk,Male,Italy,1.85,81,29
Ayaka Kikuchi,ssk,Female,Japan,1.69,60,26
Hong Zhang,ssk,Female,China,1.74,65,25
Robert Lehmann,ssk,Male,Germany,1.81,77,30
Bob De Jong,ssk,Male,Netherlands,1.80,77,37
Bo Ra Lee,ssk,Female,Korea,1.67,55,27
Ching-Yang Sung,ssk,Male,Chinese Taipei,1.68,66,21
Havard Lorentzen,ssk,Male,Norway,,,21
Jorien Ter Mors,ssk,Female,Netherlands,1.81,68,24
Tucker Fredricks,ssk,Male,United States,1.70,66,29
Yvonne Nauta,ssk,Female,Netherlands,1.74,64,22
Daniel Greig,ssk,Male,Australia,1.72,69,22
Katarzyna Bachleda - Curus,ssk,Female,Poland,1.70,62,34
Mirko Nenzi,ssk,Male,Italy,1.75,75,24
Shuang Zhang,ssk,Female,China,1.72,70,27
Samuel Schwarz,ssk,Male,Germany,1.84,83,30
Angelina Golikova,ssk,Female,Russian Fed.,1.74,72,22
Aleksey Yesin,ssk,Male,Russian Fed.,1.81,80,26
Shin Young Yang,ssk,Female,Korea,1.68,58,23
Michel Mulder,ssk,Male,Netherlands,1.84,82,27
Maria Lamb,ssk,Female,United States,1.68,58,28
Keiichiro Nagashima,ssk,Male,Japan,1.72,70,31
Seon Yeong Noh,ssk,Female,Korea,1.72,66,24
Masako Hozumi,ssk,Female,Japan,1.62,57,27
Ida Njaatun,ssk,Female,Norway,,,23
Dmitry Lobkov,ssk,Male,Russian Fed.,1.78,81,33
Jan Blokhuijsen,ssk,Male,Netherlands,1.84,80,24
Tae Bum Mo,ssk,Male,Korea,1.77,80,25
Jelena Peeters,ssk,Female,Belgium,1.68,65,28
Hyong Jun Joo,ssk,Male,Korea,1.75,73,22
Gabriele Hirschbichler,ssk,Female,Germany,1.68,62,30
Jan Smeekens,ssk,Male,Netherlands,1.77,72,27
Christine Nesbitt,ssk,Female,Canada,1.71,68,28
Cheol Min Kim,ssk,Male,Korea,1.72,62,21
Moritz Geisreiter,ssk,Male,Germany,2.00,98,26
Monique Angermueller,ssk,Female,Germany,1.75,65,30
Miyako Sumiyoshi,ssk,Female,Japan,1.62,56,26
Ivanie Blondin,ssk,Female,Canada,1.61,56,23
Olga Graf,ssk,Female,Russian Fed.,1.60,56,30
Kelly Gunther,ssk,Female,United States,1.65,65,26
Bo Reum Kim,ssk,Female,Korea,1.63,58,21
Yekaterina Lobysheva,ssk,Female,Russian Fed.,1.78,69,28
Patrick Meek,ssk,Male,United States,1.75,71,28
Lauren Cholewinski,ssk,Female,United States,1.73,67,25
Kang Seok Lee,ssk,Male,Korea,1.76,77,28
Taeyun Kim,ssk,Male,Korea,1.78,75,19
Jamie Gregg,ssk,Male,Canada,1.80,80,28
Stephanie Beckert,ssk,Female,Germany,1.72,68,25
Natalia Czerwonka,ssk,Female,Poland,1.77,70,25
Brian Hansen,ssk,Male,United States,1.83,82,23
Artyom Kuznetcov,ssk,Male,Russian Fed.,1.77,78,26
Maki Tsuji,ssk,Female,Japan,1.62,58,28
Anna Chernova,ssk,Female,Russian Fed.,1.68,57,21
Kali Christ,ssk,Female,Canada,1.70,65,22
David Andersson,ssk,Male,Sweden,1.83,78,19
Shoko Fujimura,ssk,Female,Japan,1.54,50,26
Sebastian Druszkiewicz,ssk,Male,Poland,1.78,71,27
Denis Yuskov,ssk,Male,Russian Fed.,1.90,83,24
Beixing Wang,ssk,Female,China,1.74,66,28
Joji Kato,ssk,Male,Japan,1.65,65,29
Roman Krech,ssk,Male,Kazakhstan,1.83,75,24
Brittany Schussler,ssk,Female,Canada,1.70,63,28
Judith Hesse,ssk,Female,Germany,1.58,53,31
Gilmore Junio,ssk,Male,Canada,1.73,68,23
Hyun Yung Kim,ssk,Female,Korea,1.67,56,19
Haralds Silovs,ssk,Male,Latvia,1.78,78,27
Martina Sablikova,ssk,Female,Czech Republic,1.71,53,26
Nao Kodaira,ssk,Female,Japan,1.65,61,27
Fyodor Mezentsev,ssk,Male,Kazakhstan,1.82,80,24
Dmitriy Babenko,ssk,Male,Kazakhstan,1.84,76,28
Artur Nogal,ssk,Male,Poland,1.74,73,23
Lotte Van Beek,ssk,Female,Netherlands,1.80,69,22
Vincent De Haitre,ssk,Male,Canada,1.82,86,19
Emery Lehman,ssk,Male,United States,1.83,78,17
Bente Kraus,ssk,Female,Germany,1.72,66,24
Seung Ju Park,ssk,Female,Korea,1.60,51,23
Jenny Wolf,ssk,Female,Germany,1.72,73,35
Annouk Van Der Weijden,ssk,Female,Netherlands,1.72,61,27
Lucas Makowsky,ssk,Male,Canada,1.84,78,26
Danielle Wotherspoon,ssk,Female,Canada,1.76,63,33
Brianne Tutt,ssk,Female,Canada,1.75,66,21
Konrad Niedzwiedzki,ssk,Male,Poland,1.80,80,29
Vanessa Bittner,ssk,Female,Austria,1.75,70,18
Shiho Ishizawa,ssk,Female,Japan,1.67,67,27
Mark Tuitert,ssk,Male,Netherlands,1.80,84,33
Stefan Groothuis,ssk,Male,Netherlands,1.82,81,32
Igor Bogolyubsky,ssk,Male,Russian Fed.,1.82,81,28
David Bosa,ssk,Male,Italy,1.78,76,21
Aleksey Suvorov,ssk,Male,Russian Fed.,1.80,80,22
Seung Hoon Lee,ssk,Male,Korea,1.78,70,25
Katarzyna Wozniak,ssk,Female,Poland,1.73,61,24
Pekka Koskela,ssk,Male,Finland,1.87,87,31
Simen Spieler Nilsen,ssk,Male,Norway,,,20
Yekaterina Malysheva,ssk,Female,Russian Fed.,1.69,57,27
Qiuming Bai,ssk,Male,China,1.73,70,19
Kyou Hyuk Lee,ssk,Male,Korea,1.75,75,35
Viktoriya Filyushkina,ssk,Female,Russian Fed.,1.64,63,28
Sverre Lunde Pedersen,ssk,Male,Norway,,,21
Daichi Yamanaka,ssk,Male,Japan,1.77,75,23
Heather Richardson,ssk,Female,United States,1.78,73,24
Karolina Erbanova,ssk,Female,Czech Republic,1.76,70,21
Espen Hvammen,ssk,Male,Norway,,,25
Sang Hwa Lee,ssk,Female,Korea,1.65,62,24
Antoinette De Jong,ssk,Female,Netherlands,1.73,68,18
Misaki Oshigiri,ssk,Female,Japan,1.67,60,21
Xin Zhao,ssk,Female,China,1.75,70,21
Claudia Pechstein,ssk,Female,Germany,1.66,60,41
Yuya Oikawa,ssk,Male,Japan,1.72,71,33
Maki Tabata,ssk,Female,Japan,1.62,55,39
Aleksandr Rumyantsev,ssk,Male,Russian Fed.,1.85,80,27
Sugar Todd,ssk,Female,United States,1.63,64,23
Mitchell Whitmore,ssk,Male,United States,1.75,76,24
Artur Was,ssk,Male,Poland,1.92,90,27
Yuji Kamijo,ssk,Male,Japan,1.66,72,27
Junho Kim,ssk,Male,Korea,,,18
Mari Hemmer,ssk,Female,Norway,,,30
Jonathan Kuck,ssk,Male,United States,1.83,79,23
Guojun Tian,ssk,Male,China,1.88,84,23
